time,type,thing,fisher,weight,worth,total
1717328904909,rare,Olive Ridley Turtle,iiiiq,36,72,6646
1717328926277,junk,Weird Drawing of a Fish?,Chimepa1,0.55,11,749
1717328958381,legendary,Golden Crown,iiiiq,1.09,547,7193
1717328981559,rare,Big Mamma Pickle,iiiiq,0.51,101,7294
1717329002896,junk,Traffic Cone,iiiiq,0.93,7,7301
1717329024950,junk,Skateboard,iiiiq,2.72,45,7346
1717329047341,rare,Orange-Spotted Spinefoot,iiiiq,0.09,62,7408
1717329071265,epic,Leatherback Turtle,iiiiq,394,138,7546
1717329092895,common,Black Spotted Grunt,iiiiq,5.5,22,7568
1717329118024,epic,Moorish Idol,iiiiq,2.22,199,7767
1717329139847,common,Barracuda,iiiiq,9.9,33,7800
1717329162654,rare,Red Discus,iiiiq,0.36,82,7882
1717329185891,rare,Big Mamma Pickle,iiiiq,0.52,104,7986
1717329208501,rare,Emperor Angelfish,iiiiq,1.56,73,8059
1717329229712,junk,Branch,iiiiq,0.47,2,8061
1717329250949,junk,Henry's Shoe,iiiiq,1.76,4,8065
1717329272258,junk,Weird Drawing of a Fish?,iiiiq,0.4,8,8073
1717329295408,uncommon,Triggerfish,iiiiq,22,100,8173
1717329317316,uncommon,Golden Redeye Rudd,iiiiq,0.74,37,8210
1717329339621,uncommon,Lobster,iiiiq,0.81,57,8267
1717329361038,common,Trout,iiiiq,0.82,12,8279
1717329382575,common,Blue Discus,iiiiq,0.18,18,8297
1717329405416,rare,Red Discus,iiiiq,0.37,84,8381
1717329427743,uncommon,Oyster,iiiiq,0.49,59,8440
1717329449265,common,Hermit Crab,iiiiq,0.96,19,8459
1717329470906,common,Mackerel,iiiiq,2.19,22,8481
1717329492289,common,Pike,iiiiq,1.13,11,8492
1717329513483,junk,Coffee Cup,iiiiq,0.2,2,8494
1717329534688,junk,Branch,iiiiq,0.53,2,8496
1717329569743,legendary,Zero,iiiiq,9.3,695,9191
1717329591344,common,Mackerel,iiiiq,2.15,22,9213
1717329613658,rare,Parrot Fish,athne1,1.66,58,471
1717329634985,junk,Traffic Cone,iiiiq,1.1,9,9222
1717329656344,junk,Mug,sione89,0.48,10,686
1717329677846,common,Mackerel,leonidovy4,1.71,17,622
1717329699866,uncommon,Murex Shellfish,iiiiq,0.54,43,9265
1717329722595,rare,Emperor Angelfish,iiiiq,1.65,77,9342
1717329744033,common,Trout,iiiiq,0.87,13,9355
1717329765844,common,Atlantic Cod,iiiiq,44,33,9388
1717329787823,uncommon,Peacock Bass,iiiiq,6.6,41,9429
1717329810018,uncommon,Oyster,iiiiq,0.43,52,9481
1717329831243,junk,Thong,staggerrilla,0.16,2,1046
1717329852698,common,Carp,bleepbloopinbot,7.9,15,981
1717329874028,junk,Some Keys,bababoy0521,0.18,9,9
1717329895781,uncommon,Red Eye Fish,iiiiq,2.12,30,9511
1717329917327,common,Hermit Crab,bababoy0521,0.96,19,28
1717329939153,uncommon,Sea Urchin,sasha5889,0.22,34,642
1717329960659,junk,VHS Tape,bababoy0521,0.42,17,45
1717329982038,common,Mussel,bababoy0521,0.11,11,56
1717330004044,uncommon,Scrapermouth Mbuna,bababoy0521,0.21,42,98
1717330025245,junk,Funny Metal Tubes,bababoy0521,0.17,2,100
1717330047077,uncommon,Red Eye Fish,bababoy0521,2.46,34,134
1717330068327,junk,Can,bababoy0521,0.47,5,139
1717330089689,common,Pike,bababoy0521,1,10,149
1717330111149,common,Carp,bababoy0521,8.4,16,165
1717330133388,uncommon,Koi,bababoy0521,13.6,53,218
1717330157558,epic,Powderblue Tang,bababoy0521,0.75,151,369
1717330178926,common,Pike,bababoy0521,1.13,11,380
1717330200731,uncommon,Golden Redeye Rudd,bababoy0521,0.66,33,413
1717330221934,junk,CB Longneck,bababoy0521,0.21,2,415
1717330243861,uncommon,Golden Redeye Rudd,bababoy0521,0.77,38,453
1717330265614,common,Salmon,bababoy0521,3.85,29,482
1717330286802,junk,Coffee Cup,bababoy0521,0.19,2,484
1717330310369,epic,Octopus,bababoy0521,8,120,604
1717330333605,rare,Arapaima,bababoy0521,104,104,708
1717330355385,common,Barracuda,iiiiq,9.3,31,9542
1717330377145,common,Black Redeye,sirhunterr,41,30,344
1717330398711,junk,VHS Tape,ReioKimura,0.53,21,58
1717330419902,junk,Funny Metal Tubes,bababoy0521,0.17,2,710
1717330442735,rare,Yellowtang,bababoy0521,0.65,83,793
1717330464374,common,Salmon,bababoy0521,3.25,24,817
1717330485798,common,Trout,bababoy0521,0.81,12,829
1717330507149,common,Pike,bababoy0521,0.97,10,839
1717330529259,uncommon,Peacock Bass,bababoy0521,7.6,48,887
1717330550794,junk,VHS Tape,bababoy0521,0.48,19,906
1717330572074,junk,Fish Cracker,bababoy0521,0.43,4,910
1717330593871,common,Atlantic Cod,bababoy0521,43,32,942
1717330615534,uncommon,Sea Urchin,bababoy0521,0.18,26,968
1717330637246,common,Black Redeye,bababoy0521,37,28,996
1717330671365,legendary,Whale Shark,bababoy0521,13,648,1644
1717330692884,common,Hermit Crab,bababoy0521,0.88,18,1662
1717330714918,junk,Scooter,bababoy0521,12.9,43,1705
1717330737482,rare,Nimbochromis,bababoy0521,3.26,71,1776
1717330760379,rare,Wahoo,bababoy0521,13.6,87,1863
1717330783006,rare,Parrot Fish,bababoy0521,2.13,74,1937
1717330805162,junk,Scooter,bababoy0521,14.8,49,1986
1717330826493,junk,Some Keys,mva255,0.17,9,189
1717330847979,common,Hermit Crab,stecherdesgrauens,0.84,17,213
1717330869347,junk,Tire,surfeus,33,11,1115
1717330890916,common,Blue Discus,JohnnyQuizz,0.2,20,31
1717330912113,junk,Coffee Cup,t0x1nXz,0.2,2,339
1717330934007,uncommon,Red Eye Fish,CHUCKY_XS,2.55,36,806
1717330955247,junk,Can,alfiMS,0.53,5,834
1717330978866,rare,Tuna,Ura3535,257,123,140
1717331004021,epic,Old PC,Chimepa1,19.9,199,948
1717331025214,junk,Thong,iiiiq,0.19,2,9544
1717331048062,rare,Oreochromis,iiiiq,2.52,84,9628
1717331070362,uncommon,Electric Catfish,iiiiq,22,57,9685
1717331108426,legendary,Zero,iiiiq,11.3,845,10530
1717331129805,junk,Trolley,iiiiq,23,11,10541
1717331151476,common,Atlantic Cod,iiiiq,34,25,10566
1717331173046,common,Mackerel,puninupp,2.12,21,133
1717331194545,common,Trout,thedave19,1.12,17,17
1717331216216,uncommon,Sea Urchin,staggerrilla,0.17,26,1072
1717331237705,common,Trout,bleepbloopinbot,1.12,17,998
1717331260809,rare,Sunfish,sasha5889,869,97,739
1717331282419,common,Hermit Crab,kot1001,1.11,22,23
1717331496299,junk,Henry's Shoe,JohnnyQuizz,1.94,5,36
1717332038429,uncommon,Murex Shellfish,CHUCKY_XS,0.45,36,842
1717332098499,common,Mussel,mva255,0.11,11,200
1717332179693,epic,Eagle Ray,JohnnyQuizz,214,204,240
1717332221077,common,Pike,staggerrilla,0.87,9,1081
1717332243571,rare,Oreochromis,bleepbloopinbot,2,67,1065
1717332411685,rare,Green Sea Turtle,Chimepa1,144,63,1011
1717332958362,junk,Traffic Cone,JohnnyQuizz,0.93,7,247
1717332979860,common,Mackerel,sasha5889,1.73,17,756
1717333002013,uncommon,Watch,CHUCKY_XS,0.19,48,890
1717333023293,junk,Nugget,thanossoul,0.21,2,31
1717333080670,uncommon,Red Eye Fish,ReioKimura,2.23,31,89
1717333236678,legendary,Joel the Sturgeon,mrdes1gner,267,267,267
1717333257990,junk,Vape,Chimepa1,0.17,8,1019
1717333281585,rare,Tuna,t0x1nXz,255,122,461
1717333308084,junk,Weird Drawing of a Fish?,IhvarNord,0.5,10,10
1717333423487,rare,Clownfish,staggerrilla,0.21,94,1175
1717333445324,uncommon,Scrapermouth Mbuna,bleepbloopinbot,0.17,34,1099
1717333469226,common,Perch,MikaHus,3.22,32,32
1717333539997,common,Black Spotted Grunt,bababoy0521,4.59,18,2004
1717333566261,rare,Oreochromis,ragnar175,2.17,72,134
1717333602177,junk,CB Longneck,bababoy0521,0.19,2,2006
1717333627349,epic,Swordfish,bababoy0521,250,200,2206
1717333659179,legendary,Manta Ray,bababoy0521,1,533,2739
1717333680983,uncommon,Rabbitfish,bababoy0521,1.83,32,2771
1717333790324,junk,Bike,bababoy0521,10.7,32,2803
1717333811522,junk,Coffee Cup,bababoy0521,0.2,2,2805
1717333833109,common,Blue Discus,bababoy0521,0.22,22,2827
1717333854913,uncommon,Golden Redeye Rudd,bababoy0521,0.64,32,2859
1717333896949,rare,Wahoo,bababoy0521,14.3,92,2951
1717333919985,rare,Sunfish,bababoy0521,844,94,3045
1717333941850,uncommon,Streaked Spinefoot,bababoy0521,0.17,35,3080
1717333963852,uncommon,Butterfly Fish,bababoy0521,0.09,42,3122
1717333987467,epic,Leatherback Turtle,bababoy0521,349,122,3244
1717334008761,junk,Traffic Cone,bababoy0521,0.92,7,3251
1717334030382,common,Black Spotted Grunt,bababoy0521,4.91,20,3271
1717334051696,common,Pike,bababoy0521,0.84,8,3279
1717334074140,uncommon,Oyster,bababoy0521,0.54,65,3344
1717334095478,junk,Trolley,bababoy0521,18.3,9,3353
1717334116741,junk,Henry's Shoe,bababoy0521,2.25,6,3359
1717334138352,junk,VHS Tape,bababoy0521,0.55,22,3381
1717334160257,uncommon,Scrapermouth Mbuna,bababoy0521,0.19,37,3418
1717334182326,uncommon,Koi,bababoy0521,11.7,46,3464
1717334203833,common,Black Spotted Grunt,bababoy0521,4.54,18,3482
1717334247356,legendary,Diamond,bababoy0521,0.11,1,4599
1717334269668,uncommon,Oyster,bababoy0521,0.48,57,4656
1717334290880,junk,Branch,bababoy0521,0.53,2,4658
1717334312073,junk,Thong,thanossoul,0.21,2,33
1717334333312,junk,Can,bababoy0521,0.42,4,4662
1717334355348,junk,Skateboard,mrdes1gner,2.65,44,311
1717334377990,rare,Orangespined Unicornfish,MikaHus,0.99,74,106
1717334400732,uncommon,Triggerfish,Chimepa1,17.8,80,1099
1717334422836,uncommon,Peacock Bass,bababoy0521,7.6,47,4709
1717334458497,junk,Henry's Shoe,bababoy0521,2.23,6,4715
1717334481656,rare,Wahoo,bababoy0521,15.5,100,4815
1717334507049,epic,Swordfish,bababoy0521,264,211,5026
1717334529016,uncommon,Scrapermouth Mbuna,bababoy0521,0.2,41,5067
1717334570291,legendary,Blue Whale,bababoy0521,130,1,6073
1717334592250,uncommon,Streaked Spinefoot,bababoy0521,0.2,41,6114
1717334613464,junk,Thong,bababoy0521,0.17,2,6116
1717334634851,junk,Tire,bababoy0521,33,11,6127
1717334656596,junk,Bike,bababoy0521,9,27,6154
1717334677778,junk,Soda Can,bababoy0521,0.11,1,6155
1717334698975,junk,Thong,bababoy0521,0.19,2,6157
1717334723895,epic,Yellow Mandarin Fish,staggerrilla,0.21,188,1363
1717334747061,rare,Wahoo,bleepbloopinbot,15.5,100,1199
1717334768263,epic,Sponge,JohnnyQuizz,0.08,2,249
1717334880461,rare,Rainbow Cichlid,CHUCKY_XS,0.42,54,944
1717334934589,legendary,Zero,teegreeen,10,749,947
1717334957755,rare,Marlin,t0x1nXz,301,100,561
1717334979100,junk,Weird Drawing of a Fish?,thanossoul,0.52,10,43
1717335009490,uncommon,Scrapermouth Mbuna,iiiiq,0.18,37,10603
1717335030740,junk,Fish Cracker,puninupp,0.54,5,138
1717335053373,uncommon,Lobster,Chimepa1,1.06,74,1173
1717335075509,uncommon,Koi,MikaHus,12.5,49,155
1717335097129,common,Hermit Crab,mrdes1gner,1.12,22,333
1717335174878,uncommon,Fish Fillet Burger,zoskyb,0.88,4,4
1717335223430,rare,Rainbow Cichlid,mva255,0.45,58,258
1717335660948,common,Black Redeye,WolfReborn,45,34,34
1717335712157,uncommon,Electric Catfish,thanossoul,23,60,103
1717335752630,common,Mussel,Chimepa1,0.11,11,1184
1717335822270,uncommon,Peacock Bass,staggerrilla,7.6,48,1411
1717335843656,common,Mussel,bleepbloopinbot,0.1,10,1209
1717335983415,common,Mackerel,surfeus,1.62,16,1131
1717336023523,rare,Arapaima,t0x1nXz,86,86,647
1717336070589,uncommon,Starfish,MikaHus,0.1,31,186
1717336224682,uncommon,Triggerfish,bababoy0521,18.8,84,6241
1717336246205,common,Trout,bababoy0521,1.11,17,6258
1717336267398,junk,Thong,bababoy0521,0.2,2,6260
1717336290224,rare,Big Mamma Pickle,bababoy0521,0.42,84,6344
1717336311809,common,Mackerel,bababoy0521,2.06,21,6365
1717336333402,junk,VHS Tape,bababoy0521,0.52,21,6386
1717336355948,rare,Orange-Spotted Spinefoot,bababoy0521,0.1,70,6456
1717336377569,common,Blue Discus,bababoy0521,0.23,23,6479
1717336399384,uncommon,Frontosa Cichlid,bababoy0521,0.47,33,6512
1717336420576,junk,Soda Can,bababoy0521,0.09,1,6513
1717336442512,uncommon,Golden Redeye Rudd,bababoy0521,0.79,39,6552
1717336477249,junk,Fish Cracker,Chimepa1,0.49,5,1189
1717336528231,common,Carp,Ura3535,6.5,12,152
1717336598250,rare,Marlin,kolyaoleksyuk,259,86,174
1717336756184,common,Salmon,surfeus,3.63,27,1158
1717336955435,junk,Scooter,n1k1tka_mandarinka,13.9,46,46
1717337022020,junk,Funny Metal Tubes,staggerrilla,0.17,2,1413
1717337043383,junk,Some Keys,bleepbloopinbot,0.2,10,1219
1717337092469,uncommon,Sea Urchin,zoskyb,0.19,28,32
1717337211348,rare,Big Mamma Pickle,Chimepa1,0.52,104,1293
1717337362514,junk,Bike,MikaHus,11,33,219
1717337533637,junk,Coffee Cup,puninupp,0.2,2,140
1717337597309,rare,Orangespined Unicornfish,mrdes1gner,0.91,68,401
1717337682856,common,Salmon,alfiMS,4.08,31,865
1717337930592,junk,Skateboard,Chimepa1,3.17,53,1346
1717337966252,uncommon,Koi,CHUCKY_XS,14,55,999
1717338036269,junk,Strange Vase,kolyaoleksyuk,0.55,11,185
1717338059955,junk,Scooter,surfeus,15.3,51,1209
1717338223107,rare,Piranha,staggerrilla,0.98,78,1491
1717338244313,epic,Sponge,bleepbloopinbot,0.1,2,1221
1717338303423,epic,Swordfish,t0x1nXz,274,219,866
1717338324628,junk,CB Longneck,sasha5889,0.22,2,758
1717338707201,rare,Oreochromis,stecherdesgrauens,2.24,75,288
1717338728643,common,Trout,MikaHus,0.85,13,232
1717338826421,rare,Green Sea Turtle,Chimepa1,147,64,1410
1717338847961,common,Blue Discus,giggles3888,0.18,18,261
1717338919944,rare,Orangespined Unicornfish,thanossoul,0.8,60,163
1717339171692,uncommon,Lobster,ragnar175,1.01,70,204
1717339260843,junk,Thong,DukeMozzarelli,0.22,2,12
1717339295661,legendary,Whale Shark,iQuicksilver_Eternal,14,683,683
1717339351670,uncommon,Fish Fillet Burger,andireb,0.99,5,33
1717339399098,junk,Tire,CHUCKY_XS,27,9,1008
1717339423677,rare,Arapaima,staggerrilla,101,101,1592
1717339444875,junk,Thong,bleepbloopinbot,0.18,2,1223
1717339479926,junk,Bike,kolyaoleksyuk,9.4,28,213
1717339529905,epic,Powderblue Tang,andrearghos,0.77,154,248
1717339552352,uncommon,Electric Catfish,thanossoul,24,64,227
1717339575683,rare,Big Mamma Pickle,MikaHus,0.54,108,340
1717339597351,common,Barracuda,Chimepa1,7.9,26,1436
1717339618701,junk,Trolley,JohnnyQuizz,16.6,8,257
1717339708991,epic,Orange Discus,stecherdesgrauens,0.29,107,395
1717339849246,common,Blue Discus,t0x1nXz,0.19,19,885
1717339976745,common,Atlantic Cod,madagascaradam,35,26,278
1717339999262,rare,Olive Ridley Turtle,giggles3888,34,68,329
1717340270438,common,Trout,zoskyb,0.99,15,47
1717340291963,common,Mackerel,Chimepa1,1.75,18,1454
1717340323644,legendary,Tiger Shark,le_bouffon_de_foucault,460,276,337
1717340346237,uncommon,Lobster,surfeus,1.01,71,1280
1717340370529,common,Salmon,andrearghos,4.47,34,282
1717340392804,uncommon,Koi,bababoy0521,14.3,56,6608
1717340414167,junk,Trolley,bababoy0521,22,11,6619
1717340435713,junk,VHS Tape,bababoy0521,0.44,18,6637
1717340456938,junk,CB Longneck,bababoy0521,0.22,2,6639
1717340479738,rare,Olive Ridley Turtle,bababoy0521,41,82,6721
1717340500946,epic,Sponge,bababoy0521,0.1,2,6723
1717340522292,junk,Trolley,bababoy0521,18.2,9,6732
1717340543954,common,Salmon,athne1,3.52,26,497
1717340587425,legendary,Diamond,sasha5889,0.11,1,1874
1717340610710,epic,Shrimp Toy,thanossoul,1.04,104,331
1717340631869,epic,Sponge,staggerrilla,0.08,2,1594
1717340668711,legendary,Whale Shark,bleepbloopinbot,16,782,2005
1717340690381,common,Salmon,alfiMS,3.48,26,891
1717340711737,junk,Trolley,MikaHus,22,11,351
1717340972264,common,Mussel,kolyaoleksyuk,0.09,9,222
1717340993438,junk,Soda Can,giggles3888,0.11,1,330
1717341015204,common,Barracuda,Chimepa1,9.2,31,1485
1717341171337,common,Barracuda,stecherdesgrauens,7.7,26,421
1717341370116,epic,Loggerhead Turtle,surfeus,140,145,1425
1717341391473,common,Pike,CHUCKY_XS,0.89,9,1017
1717341435603,uncommon,Scrapermouth Mbuna,mva255,0.21,42,300
1717341608072,junk,Trolley,kolyaoleksyuk,20,10,232
1717341629736,common,Perch,sstop1231,2.55,26,103
1717341650952,junk,CB Longneck,ragnar175,0.18,2,206
1717341672652,common,Barracuda,giggles3888,8.5,28,358
1717341782476,uncommon,Starfish,MikaHus,0.11,33,384
1717341820473,common,Salmon,madagascaradam,3.99,30,308
1717341842300,junk,Bike,staggerrilla,10.8,32,1626
1717341867255,epic,Orange Mandarin Fish,bleepbloopinbot,0.21,191,2196
1717341888596,junk,Trolley,zoskyb,18.2,9,56
1717341929082,junk,Can,alfiMS,0.45,5,896
1717342125528,junk,VHS Tape,surfeus,0.54,22,1447
1717342219226,uncommon,Frontosa Cichlid,Chimepa1,0.47,33,1518
1717342266645,common,Salmon,grikhorior_in_da_games,3.95,30,30
1717342288310,common,Salmon,CHUCKY_XS,3.5,26,1043
1717342314913,rare,Tuna,sirhunterr,201,96,440
1717342529216,junk,Trolley,t0x1nXz,16.4,8,893
1717342559232,junk,Can,Aspio9,0.51,5,5
1717342581259,uncommon,Scrapermouth Mbuna,andrearghos,0.22,43,325
1717342761416,common,Pike,viktor123545,0.95,10,10
1717342846800,epic,Foureye Butterflyfish,staggerrilla,0.19,144,144
1717342869113,uncommon,Lobster,JohnnyQuizz,0.81,57,57
1717342891295,uncommon,Koi,ShihTzuOnYou,13,51,51
1717342921181,uncommon,Electric Catfish,madagascaradam,19.7,51,51
1717342948167,uncommon,Scrapermouth Mbuna,Chimepa1,0.19,38,38
1717342970892,rare,Olive Ridley Turtle,sasha5889,39,79,79
1717343020670,junk,Vape,surfeus,0.22,11,11
1717343041927,junk,Can,ragnar175,0.51,5,5
1717343063165,junk,Can,bleepbloopinbot,0.53,5,5
1717343247030,uncommon,Electric Catfish,stecherdesgrauens,19.9,52,52
1717343286862,junk,Some Keys,taylor047,0.2,10,10
1717343510253,uncommon,Electric Catfish,MikaHus,24,62,62
1717343531613,junk,Tire,Aspio9,33,11,11
1717343562501,legendary,Golden Crown,JohnnyQuizz,0.97,485,542
1717343583798,epic,Pineapple,alfiMS,1.13,6,6
1717343605339,common,Blue Discus,bababoy0521,0.19,19,19
1717343636265,junk,Car,bababoy0521,1,305,324
1717343657974,uncommon,Starfish,bababoy0521,0.09,28,352
1717343681099,rare,Yellowtang,bababoy0521,0.77,99,451
1717343702479,common,Mussel,bababoy0521,0.1,10,461
1717343723690,epic,Sponge,bababoy0521,0.09,2,463
1717343744867,junk,Soda Can,sasha5889,0.11,1,80
1717343766387,common,Mackerel,bababoy0521,1.83,18,481
1717343788530,junk,Scooter,bababoy0521,15,50,531
1717343809931,junk,Some Keys,viktor123545,0.2,10,10
1717343831743,uncommon,Scrapermouth Mbuna,Chimepa1,0.16,33,71
1717343854273,rare,Piranha,ragnar175,0.85,68,73
1717343875472,junk,Branch,CHUCKY_XS,0.48,2,2
1717343897251,common,Black Redeye,bababoy0521,41,31,562
1717343918449,junk,Coffee Cup,bababoy0521,0.21,2,564
1717343939883,common,Carp,bababoy0521,7.5,14,578
1717343962454,rare,Mahi Mahi,bababoy0521,13.2,70,648
1717343987074,epic,Eagle Ray,bababoy0521,183,174,822
1717344175278,rare,Wahoo,taylor047,14.5,93,103
1717344222672,junk,CB Longneck,staggerrilla,0.18,2,146
1717344244125,common,Carp,bleepbloopinbot,8.2,15,20
1717344558844,junk,Fish Cracker,t0x1nXz,0.42,4,4
1717344595572,junk,Can,mrdes1gner,0.5,5,5
1717344721228,uncommon,Electric Catfish,giggles3888,19,49,49
1717344757759,junk,VHS Tape,R0gueKiLLaZA,0.49,19,19
1717344779488,common,Perch,CHUCKY_XS,2.92,29,31
1717344800725,junk,Nugget,R0gueKiLLaZA,0.18,2,21
1717344833098,uncommon,Fish Fillet Burger,ragnar175,0.94,5,78
1717344894281,junk,Bike,R0gueKiLLaZA,10.5,31,52
1717344920275,junk,Funny Metal Tubes,JohnnyQuizz,0.21,2,544
1717344947406,common,Mussel,R0gueKiLLaZA,0.08,8,60
1717344969147,common,Atlantic Cod,alfiMS,39,29,35
1717344992542,epic,Shrimp Toy,surfeus,1.12,112,123
1717345015349,rare,Orangespined Unicornfish,R0gueKiLLaZA,1.11,83,143
1717345043753,junk,Can,R0gueKiLLaZA,0.46,5,148
1717345106681,junk,Can,taylor047,0.5,5,108
1717345127849,junk,Soda Can,Chimepa1,0.1,1,72
1717345260400,junk,CB Longneck,R0gueKiLLaZA,0.18,2,150
1717345336114,legendary,Joel the Sturgeon,sirhunterr,289,289,289
1717345422385,junk,Can,staggerrilla,0.5,5,151
1717345443965,common,Blue Discus,bleepbloopinbot,0.21,21,41
1717345588903,junk,Vape,MikaHus,0.21,11,73
1717345628330,junk,CB Longneck,ragnar175,0.19,2,80
1717345649928,common,Blue Discus,JohnnyQuizz,0.22,22,566
1717345846970,uncommon,Streaked Spinefoot,Chimepa1,0.23,45,117
1717346150504,common,Black Spotted Grunt,stecherdesgrauens,5.4,22,74
1717346309522,common,Perch,puninupp,3.09,31,31
1717346334242,junk,Branch,fscktfs,0.44,2,2
1717346355905,uncommon,Sea Urchin,BeepsBPS,0.17,25,25
1717346377675,uncommon,Frontosa Cichlid,sasha5889,0.41,29,109
1717346475158,rare,Rainbow Cichlid,t0x1nXz,0.44,58,62
1717346575236,junk,Funny Metal Tubes,Chimepa1,0.2,2,119
1717346622799,common,Mackerel,staggerrilla,1.92,19,170
1717346644382,common,Hermit Crab,bleepbloopinbot,1.04,21,62
1717346665720,junk,Vape,zoskyb,0.17,8,8
1717346687583,uncommon,Murex Shellfish,kolyaoleksyuk,0.45,36,36
1717346718978,legendary,Golden Crown,ragnar175,1.02,510,590
1717346740315,junk,Traffic Cone,CHUCKY_XS,0.95,8,39
1717346795702,common,Black Spotted Grunt,stecherdesgrauens,4,16,90
1717346999278,uncommon,Lobster,JohnnyQuizz,0.91,63,629
1717347119660,rare,Oreochromis,t0x1nXz,2.17,72,134
1717347343971,epic,Sponge,Chimepa1,0.11,2,121
1717347583330,common,Pike,ragnar175,1.05,10,600
1717347604796,common,Trout,sstop1231,1.08,16,16
1717347654894,uncommon,Starfish,JohnnyQuizz,0.11,33,662
1717347695540,junk,Funny Metal Tubes,alfiMS,0.2,2,37
1717347802455,rare,Tuna,MikaHus,235,112,185
1717347824671,junk,Scooter,staggerrilla,15.8,53,223
1717347846460,uncommon,Frontosa Cichlid,bleepbloopinbot,0.44,31,93
1717347945701,legendary,Manta Ray,CHUCKY_XS,1,511,550
1717348064423,epic,Sponge,Chimepa1,0.08,2,123
1717348102932,uncommon,Peacock Bass,necroso7,7.3,46,46
1717348387242,epic,Sponge,JohnnyQuizz,0.11,2,664
1717348593093,uncommon,Starfish,stecherdesgrauens,0.11,34,124
1717348635123,junk,Vape,ragnar175,0.17,8,608
1717348793043,uncommon,Starfish,Chimepa1,0.11,33,156
1717348996945,epic,Sponge,lightb0011,0.11,2,2
1717349022634,junk,Soda Can,staggerrilla,0.11,1,224
1717349046353,epic,Foureye Butterflyfish,bleepbloopinbot,0.17,128,221
1717349068878,rare,Piranha,bababoy0521,0.85,68,890
1717349090048,junk,Soda Can,bababoy0521,0.1,1,891
1717349112106,uncommon,Streaked Spinefoot,JohnnyQuizz,0.22,44,708
1717349186781,rare,Arapaima,necroso7,91,91,137
1717349303146,rare,Red Discus,sasha5889,0.38,85,194
1717349364332,common,Blue Discus,surfeus,0.21,21,144
